Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1962,,,11655000,,,,
1963,,,12065000,,,,
1964,,,12482000,,,,
1965,,,12901000,,,,
1966,,,13322000,,,,
1967,,,13743000,,,,
1968,,,14157000,,,,
1969,,,14553000,,,,
1970,,,14924000,,,,
1971,,,15268000,,,,
1972,,,15586000,,,,
1973,,,15885000,,,,
1974,,,16176000,,,,
1975,,,16465000,,,,
1976,,,16755000,,,,
1977,,,17043000,,,,
1978,,,17331000,,,,
1979,,,17619000,,,,
1980,,,17905000,,,,
1981,,,18192000,,,,
1982,,,18478000,,,,
1983,,,18760000,,,,
1984,,,19036000,,,,
1985,,,19303000,,,,
1986,,,19560000,,,,
1987,,,19807000,,,,
1988,,,20042000,,,,
1989,,,20266000,,,,
1990,2.362768,3.35884,20479000,,,,
1991,2.377921,3.362863,20679000,,,,
1992,2.392608,3.368009,20868000,,,,
1993,2.404185,3.374743,21045000,,,,
1994,2.414598,3.379817,21207000,,,,
1995,2.422315,3.386877,21356000,,,,
1996,2.428802,3.396253,21489000,,,,
1997,2.435869,3.411403,21608000,,,,
1998,2.440608,3.427188,21722000,,,,
1999,2.446613,3.444276,21839000,,,,
2000,2.452472,3.458975,21967000,,,,
2001,2.456337,3.471076,22109000,,,,
2002,2.457822,3.482958,22262000,,,,
2003,2.459923,3.496063,22420000,,,,
2004,2.462736,3.507373,22570000,,,,
2005,2.465769,3.518671,22706000,,,,
2006,2.467563,3.528117,22824000,,,,
2007,2.469535,3.538749,22927000,,,,
2008,2.47018,3.548401,23019000,,,,
2009,2.470709,3.555212,23105000,,,,
2010,2.471032,3.556361,23188000,,,,
2011,2.470839,3.557105,23269000,,,,
2012,2.468924,3.557225,23347000,,,,
2013,2.467631,3.556398,23422000,,,,
2014,2.463288,3.555859,23492000,,,,
2015,2.457763,3.551676,23557000,,,,
2016,2.453785,3.548396,23618000,,,,
2017,2.44712,3.544287,23675000,,,,
2018,,,23726000,,,,
2019,,,23774000,,,,
1800,,,466629,,,,
1801,,,466629,,,,
1802,,,466629,,,,
1803,,,466629,,,,
1804,,,466629,,,,
1805,,,466629,,,,
1806,,,466629,,,,
1807,,,466629,,,,
1808,,,466629,,,,
1809,,,466629,,,,
1810,,,466629,,,,
1811,,,466833,,,,
1812,,,467243,,,,
1813,,,467861,,,,
1814,,,468689,,,,
1815,,,469728,,,,
1816,,,470981,,,,
1817,,,472449,,,,
1818,,,474135,,,,
1819,,,476041,,,,
1820,,,478168,,,,
1821,,,480519,,,,
1822,,,483095,,,,
1823,,,485899,,,,
1824,,,488933,,,,
1825,,,492199,,,,
1826,,,495699,,,,
1827,,,499435,,,,
1828,,,503410,,,,
1829,,,507625,,,,
1830,,,512083,,,,
1831,,,516786,,,,
1832,,,521532,,,,
1833,,,526322,,,,
1834,,,531156,,,,
1835,,,536034,,,,
1836,,,540957,,,,
1837,,,545925,,,,
1838,,,550939,,,,
1839,,,555999,,,,
1840,,,561105,,,,
1841,,,566258,,,,
1842,,,571459,,,,
1843,,,576707,,,,
1844,,,582003,,,,
1845,,,587348,,,,
1846,,,592743,,,,
1847,,,598186,,,,
1848,,,603680,,,,
1849,,,609224,,,,
1850,,,614819,,,,
1851,,,620402,,,,
1852,,,626036,,,,
1853,,,631721,,,,
1854,,,637457,,,,
1855,,,643246,,,,
1856,,,649087,,,,
1857,,,654981,,,,
1858,,,660928,,,,
1859,,,666930,,,,
1860,,,672986,,,,
1861,,,679097,,,,
1862,,,685263,,,,
1863,,,691486,,,,
1864,,,697765,,,,
1865,,,704101,,,,
1866,,,710494,,,,
1867,,,716946,,,,
1868,,,723456,,,,
1869,,,730025,,,,
1870,,,736654,,,,
1871,,,743343,,,,
1872,,,750093,,,,
1873,,,756694,,,,
1874,,,763565,,,,
1875,,,770498,,,,
1876,,,777494,,,,
1877,,,784358,,,,
1878,,,791480,,,,
1879,,,798667,,,,
1880,,,805919,,,,
1881,,,813056,,,,
1882,,,820438,,,,
1883,,,827888,,,,
1884,,,835243,,,,
1885,,,842827,,,,
1886,,,850480,,,,
1887,,,858059,,,,
1888,,,865850,,,,
1889,,,873713,,,,
1890,,,881646,,,,
1891,,,889651,,,,
1892,,,897730,,,,
1893,,,905881,,,,
1894,,,914107,,,,
1895,,,922407,,,,
1896,,,930782,,,,
1897,,,939234,,,,
1898,,,947762,,,,
1899,,,956368,,,,
1900,,,965052,,,,
1901,,,973815,,,,
1902,,,982520,,,,
1903,,,991441,,,,
1904,,,1000444,,,,
1905,,,1009528,,,,
1906,,,1018694,,,,
1907,,,1027744,,,,
1908,,,1037075,,,,
1909,,,1046492,,,,
1910,,,1055994,,,,
1911,,,1065523,,,,
1912,,,1075198,,,,
1913,,,1084961,,,,
1914,,,1094812,,,,
1915,,,1104753,,,,
1916,,,1114784,,,,
1917,,,1124906,,,,
1918,,,1135276,,,,
1919,,,1145703,,,,
1920,,,1156225,,,,
1921,,,1166844,,,,
1922,,,1177560,,,,
1923,,,1188374,,,,
1924,,,1199289,,,,
1925,,,1210303,,,,
1926,,,1221418,,,,
1927,,,1232636,,,,
1928,,,1243956,,,,
1929,,,1255381,,,,
1930,,,1266910,,,,
1931,,,1278545,,,,
1932,,,1290288,,,,
1933,,,1302138,,,,
1934,,,1314096,,,,
1935,,,1326165,,,,
1936,,,1338344,,,,
1937,,,1350636,,,,
1938,,,1363040,,,,
1939,,,1375558,,,,
1940,,,1388191,,,,
1941,,,1400940,,,,
1942,,,1413807,,,,
1943,,,1426791,,,,
1944,,,1439895,,,,
1945,,,1453119,,,,
1946,,,1466464,,,,
1947,,,1479932,,,,
1948,,,1493524,,,,
1949,,,1507240,,,,
1950,,,1532000,,,,
1951,,,1585000,,,,
1952,,,1638000,,,,
1953,,,1690000,,,,
1954,,,1742000,,,,
1955,,,1794000,,,,
1956,,,1847000,,,,
1957,,,1902000,,,,
1958,,,1959000,,,,
1959,,,2021000,,,,
1960,,,2087000,,,,
1961,,,2159000,,,,
1962,,,2237000,,,,
1963,,,2318000,,,,
1964,,,2402000,,,,
1965,,,2488000,,,,
1966,,,2575000,,,,
1967,,,2662000,,,,
1968,,,2751000,,,,
1969,,,2840000,,,,
1970,,,2930000,,,,
1971,,,3020000,,,,
1972,,,3111000,,,,
1973,,,3203000,,,,
1974,,,3296000,,,,
1975,,,3391000,,,,
1976,,,3488000,,,,
1977,,,3587000,,,,
1978,,,3688000,,,,
1979,,,3794000,,,,
1980,,,3905000,,,,
1981,,,4021000,,,,
1982,,,4140000,,,,
1983,,,4265000,,,,
1984,,,4398000,,,,
1985,,,4538000,,,,
1986,,,4687000,,,,
1987,,,4844000,,,,
1988,,,5001000,,,,
1989,,,5150000,,,,
1990,2.041775,3.256232,5284000,,,,
1991,2.037011,3.248271,5401000,,,,
1992,2.03363,3.242776,5502000,,,,
1993,2.02853,3.234427,5593000,,,,
1994,2.024942,3.227137,5679000,,,,
1995,2.02005,3.218846,5765000,,,,
1996,2.015309,3.206702,5851000,,,,
1997,2.007346,3.191796,5938000,,,,
1998,2.00052,3.177022,6027000,,,,
1999,1.994889,3.161076,6120000,,,,
2000,1.988699,3.151964,6216000,,,,
2001,1.98379,3.149595,6319000,,,,
2002,1.978659,3.147498,6427000,,,,
2003,1.9748,3.146617,6542000,,,,
2004,1.97002,3.146807,6662000,,,,
2005,1.966419,3.141117,6789000,,,,
2006,1.964425,3.133675,6923000,,,,
2007,1.96029,3.119729,7063000,,,,
2008,1.955723,3.107242,7210000,,,,
2009,1.953562,3.099891,7365000,,,,
2010,1.9531,3.095008,7527000,,,,
2011,1.955254,3.096208,7698000,,,,
2012,1.955247,3.098378,7875000,,,,
2013,1.95778,3.100957,8060000,,,,
2014,1.9603,3.10361,8253000,,,,
2015,1.963495,3.108113,8454000,,,,
2016,1.966047,3.117379,8664000,,,,
2017,1.970635,3.126812,8880000,,,,
2018,,,9101000,,,,
2019,,,9321000,,,,
1800,,,3019768,,,,
1801,,,3019768,,,,
1802,,,3019768,,,,
1803,,,3019768,,,,
1804,,,3019768,,,,
1805,,,3019768,,,,
1806,,,3019768,,,,
1807,,,3019768,,,,
1808,,,3019768,,,,
1809,,,3019768,,,,
1810,,,3019768,,,,
1811,,,3020277,,,,
1812,,,3021296,,,,
1813,,,3022828,,,,
1814,,,3024874,,,,
1815,,,3027437,,,,
1816,,,3030517,,,,
1817,,,3034117,,,,
1818,,,3038238,,,,
1819,,,3042883,,,,
1820,,,3048053,,,,
1821,,,3053751,,,,
1822,,,3059977,,,,
1823,,,3066734,,,,
1824,,,3074024,,,,
1825,,,3081849,,,,
1826,,,3090210,,,,
1827,,,3099109,,,,
1828,,,3108549,,,,
1829,,,3118531,,,,
1830,,,3129057,,,,
1831,,,3140130,,,,
1832,,,3151241,,,,
1833,,,3162392,,,,
1834,,,3173582,,,,
1835,,,3184812,,,,
1836,,,3196082,,,,
1837,,,3207391,,,,
1838,,,3218741,,,,
1839,,,3230130,,,,
1840,,,3241560,,,,
1841,,,3253031,,,,
1842,,,3264542,,,,
1843,,,3276093,,,,
1844,,,3287686,,,,
1845,,,3299320,,,,
1846,,,3310994,,,,
1847,,,3322711,,,,
1848,,,3334468,,,,
1849,,,3346267,,,,
1850,,,3358108,,,,
1851,,,3369462,,,,
1852,,,3380853,,,,
1853,,,3392283,,,,
1854,,,3403752,,,,
1855,,,3415259,,,,
1856,,,3426805,,,,
1857,,,3438390,,,,
1858,,,3450014,,,,
1859,,,3461677,,,,
1860,,,3473380,,,,
1861,,,3485122,,,,
1862,,,3496904,,,,
1863,,,3508725,,,,
1864,,,3520587,,,,
1865,,,3532488,,,,
1866,,,3544430,,,,
1867,,,3556412,,,,
1868,,,3568434,,,,
1869,,,3580496,,,,
1870,,,3592600,,,,
1871,,,3604744,,,,
1872,,,3616929,,,,
1873,,,3629005,,,,
1874,,,3641272,,,,
1875,,,3653580,,,,
1876,,,3665930,,,,
1877,,,3678184,,,,
1878,,,3690617,,,,
1879,,,3703092,,,,
1880,,,3715609,,,,
1881,,,3728044,,,,
1882,,,3740645,,,,
1883,,,3753289,,,,
1884,,,3765865,,,,
1885,,,3778594,,,,
1886,,,3791366,,,,
1887,,,3804085,,,,
1888,,,3816943,,,,
1889,,,3829844,,,,
1890,,,3842788,,,,
1891,,,3855776,,,,
1892,,,3868808,,,,
1893,,,3881884,,,,
1894,,,3895004,,,,
1895,,,3908168,,,,
1896,,,3921377,,,,
1897,,,3934630,,,,
1898,,,3947928,,,,
1899,,,3961270,,,,
1900,,,3974658,,,,
1901,,,3988091,,,,
1902,,,4001485,,,,
1903,,,4015009,,,,
1904,,,4028578,,,,
1905,,,4042192,,,,
1906,,,4055853,,,,
1907,,,4069441,,,,
1908,,,4083193,,,,
1909,,,4096992,,,,
1910,,,4110837,,,,
1911,,,4124695,,,,
1912,,,4138634,,,,
1913,,,4152619,,,,
1914,,,4166652,,,,
1915,,,4180732,,,,
1916,,,4194860,,,,
1917,,,4209035,,,,
1918,,,4224153,,,,
1919,,,4239100,,,,
1920,,,4254100,,,,
1921,,,4293675,,,,
1922,,,4358421,,,,
1923,,,4448947,,,,
1924,,,4541353,,,,
1925,,,4635678,,,,
1926,,,4731963,,,,
1927,,,4830247,,,,
1928,,,4930573,,,,
1929,,,5032983,,,,
1930,,,5137519,,,,
1931,,,5247327,,,,
1932,,,5362584,,,,
1933,,,5483476,,,,
1934,,,5607093,,,,
1935,,,5733497,,,,
1936,,,5862751,,,,
1937,,,5994918,,,,
1938,,,6130065,,,,
1939,,,6268259,,,,
1940,,,6409568,,,,
1941,,,6554063,,,,
1942,,,6701815,,,,
1943,,,6852898,,,,
1944,,,7007387,,,,
1945,,,7165359,,,,
1946,,,7326891,,,,
1947,,,7492066,,,,
1948,,,7588350,,,,
1949,,,7614617,,,,
1950,,,7650000,,,,
1951,,,7845000,,,,
1952,,,8051000,,,,
1953,,,8267000,,,,
1954,,,8494000,,,,
1955,,,8730000,,,,
1956,,,8975000,,,,
1957,,,9230000,,,,
1958,,,9494000,,,,
1959,,,9768000,,,,
1960,,,10052000,,,,
1961,,,10347000,,,,
1962,,,10652000,,,,
1963,,,10968000,,,,
1964,,,11296000,,,,
1965,,,11635000,,,,
1966,,,11985000,,,,
1967,,,12348000,,,,
1968,,,12726000,,,,
1969,,,13121000,,,,
1970,,,13535000,,,,
1971,,,13972000,,,,
1972,,,14428000,,,,
1973,,,14902000,,,,
1974,,,15389000,,,,
1975,,,15885000,,,,
1976,,,16390000,,,,
1977,,,16905000,,,,
1978,,,17433000,,,,
1979,,,17976000,,,,
1980,,,18538000,,,,
1981,,,19121000,,,,
1982,,,19723000,,,,
1983,,,20345000,,,,
1984,,,20982000,,,,
1985,,,21634000,,,,
1986,,,22296000,,,,
1987,,,22971000,,,,
1988,,,23671000,,,,
1989,,,24412000,,,,
1990,3.070411,4.420096,25204000,,,,
1991,3.067453,4.422494,26057000,,,,
1992,3.063596,4.423438,26961000,,,,
1993,3.059334,4.423648,27887000,,,,
1994,3.052721,4.421845,28793000,,,,
1995,3.0486,4.421298,29649000,,,,
1996,3.042021,4.420239,30445000,,,,
1997,3.03382,4.419662,31193000,,,,
1998,3.026414,4.417216,31924000,,,,
1999,3.020332,4.413583,32682000,,,,
2000,3.011698,4.406198,33499000,,,,
2001,3.006269,4.402222,34386000,,,,
2002,3.000711,4.394798,35335000,,,,
2003,2.992438,4.383665,36338000,,,,
2004,2.98711,4.371662,37380000,,,,
2005,2.982808,4.361566,38450000,,,,
2006,2.974998,4.346589,39549000,,,,
2007,2.968532,4.329808,40681000,,,,
2008,2.963307,4.308214,41854000,,,,
2009,2.961084,4.293545,43074000,,,,
2010,2.961254,4.288579,44347000,,,,
2011,2.963457,4.289779,45674000,,,,
2012,2.965989,4.290837,47053000,,,,
2013,2.9693,4.29246,48483000,,,,
2014,2.975024,4.297249,49961000,,,,
2015,2.98008,4.302078,51483000,,,,
2016,2.988153,4.308226,53049000,,,,
2017,2.996089,4.313697,54660000,,,,
2018,,,56313000,,,,
2019,,,58005000,,,,
1800,,,4665000,,,,
1801,,,4665000,,,,
1802,,,4665000,,,,
1803,,,4665000,,,,
1804,,,4665000,,,,
1805,,,4665000,,,,
1806,,,4665000,,,,
1807,,,4665000,,,,
1808,,,4665000,,,,
1809,,,4665000,,,,
1810,,,4665000,,,,
1811,,,4665848,,,,
1812,,,4667548,,,,
1813,,,4670102,,,,
1814,,,4673514,,,,
1815,,,4677787,,,,
1816,,,4682925,,,,
1817,,,4688930,,,,
1818,,,4695807,,,,
1819,,,4703558,,,,
1820,,,4712187,,,,
1821,,,4721697,,,,
1822,,,4732091,,,,
1823,,,4743373,,,,
1824,,,4755546,,,,
1825,,,4768615,,,,
1826,,,4782581,,,,
1827,,,4797448,,,,
1828,,,4813221,,,,
1829,,,4829901,,,,
1830,,,4847494,,,,
1831,,,4866002,,,,
1832,,,4884581,,,,
1833,,,4903230,,,,
1834,,,4921951,,,,
1835,,,4940743,,,,
1836,,,4959607,,,,
1837,,,4978543,,,,
1838,,,4997552,,,,
1839,,,5016633,,,,
1840,,,5035786,,,,
1841,,,5055300,,,,
1842,,,5075176,,,,
1843,,,5095417,,,,
1844,,,5116026,,,,
1845,,,5137007,,,,
1846,,,5158361,,,,
1847,,,5180092,,,,
1848,,,5202202,,,,
1849,,,5224695,,,,
1850,,,5247574,,,,
1851,,,5272628,,,,
1852,,,5298090,,,,
1853,,,5323963,,,,
1854,,,5350250,,,,
1855,,,5376955,,,,
1856,,,5404081,,,,
1857,,,5431632,,,,
1858,,,5459611,,,,
1859,,,5488022,,,,
1860,,,5516868,,,,
1861,,,5546778,,,,
1862,,,5577474,,,,
1863,,,5608967,,,,
1864,,,5641266,,,,
1865,,,5674380,,,,
1866,,,5708318,,,,
1867,,,5743090,,,,
1868,,,5778705,,,,
1869,,,5815173,,,,
1870,,,5852505,,,,
1871,,,5890709,,,,
1872,,,5929796,,,,
1873,,,5965909,,,,
1874,,,6006978,,,,
1875,,,6049029,,,,
1876,,,6092074,,,,
1877,,,6133886,,,,
1878,,,6179539,,,,
1879,,,6226308,,,,
1880,,,6273431,,,,
1881,,,6320035,,,,
1882,,,6367865,,,,
1883,,,6416057,,,,
1884,,,6463830,,,,
1885,,,6513844,,,,
1886,,,6565342,,,,
1887,,,6614917,,,,
1888,,,6668904,,,,
1889,,,6724634,,,,
1890,,,6782134,,,,
1891,,,6841431,,,,
1892,,,6902552,,,,
1893,,,6965525,,,,
1894,,,7030378,,,,
1895,,,7097138,,,,
1896,,,7168108,,,,
1897,,,7242050,,,,
1898,,,7319005,,,,
1899,,,7399108,,,,
1900,,,7482399,,,,
1901,,,7568918,,,,
1902,,,7651625,,,,
1903,,,7745892,,,,
1904,,,7844166,,,,
1905,,,7946492,,,,
1906,,,8050131,,,,
1907,,,8152183,,,,
1908,,,8258493,,,,
1909,,,8370380,,,,
1910,,,8488054,,,,
1911,,,8606076,,,,
1912,,,8739626,,,,
1913,,,8875647,,,,
1914,,,9014139,,,,
1915,,,9155107,,,,
1916,,,9297870,,,,
1917,,,9458111,,,,
1918,,,9632273,,,,
1919,,,9826568,,,,
1920,,,10024954,,,,
1921,,,10227430,,,,
1922,,,10443200,,,,
1923,,,10672604,,,,
1924,,,10915985,,,,
1925,,,11164819,,,,
1926,,,11419107,,,,
1927,,,11697938,,,,
1928,,,12002334,,,,
1929,,,12333999,,,,
1930,,,12675209,,,,
1931,,,13025963,,,,
1932,,,13369218,,,,
1933,,,13704292,,,,
1934,,,14030845,,,,
1935,,,14364896,,,,
1936,,,14706788,,,,
1937,,,15025500,,,,
1938,,,15320352,,,,
1939,,,15590320,,,,
1940,,,15865401,,,,
1941,,,16143550,,,,
1942,,,16467034,,,,
1943,,,16835514,,,,
1944,,,17252736,,,,
1945,,,17678142,,,,
1946,,,18114454,,,,
1947,,,18552470,,,,
1948,,,18992192,,,,
1949,,,19830498,,,,
1950,,,20710000,,,,
1951,,,21263000,,,,
1952,,,21838000,,,,
1953,,,22437000,,,,
1954,,,23061000,,,,
1955,,,23711000,,,,
1956,,,24390000,,,,
1957,,,25097000,,,,
1958,,,25834000,,,,
1959,,,26600000,,,,
1960,,,27397000,,,,
1961,,,28224000,,,,
1962,,,29081000,,,,
1963,,,29967000,,,,
1964,,,30881000,,,,
1965,,,31823000,,,,
1966,,,32789000,,,,
1967,,,33779000,,,,
1968,,,34791000,,,,
1969,,,35827000,,,,
1970,,,36885000,,,,
1971,,,37963000,,,,
1972,,,39059000,,,,
1973,,,40160000,,,,
1974,,,41252000,,,,
1975,,,42326000,,,,
1976,,,43377000,,,,
1977,,,44406000,,,,
1978,,,45413000,,,,
1979,,,46402000,,,,
1980,,,47374000,,,,
1981,,,48326000,,,,
1982,,,49256000,,,,
1983,,,50174000,,,,
1984,,,51095000,,,,
1985,,,52027000,,,,
1986,,,52980000,,,,
1987,,,53946000,,,,
1988,,,54892000,,,,
1989,,,55772000,,,,
1990,2.422533,3.49865,56558000,,,,
1991,2.435096,3.513994,57232000,,,,
1992,2.445074,3.526199,57811000,,,,
1993,2.458292,3.539119,58338000,,,,
1994,2.472267,3.551751,58875000,,,,
1995,2.483466,3.56093,59467000,,,,
1996,2.494614,3.567573,60130000,,,,
1997,2.508027,3.577281,60847000,,,,
1998,2.520423,3.582715,61585000,,,,
1999,2.532551,3.588654,62299000,,,,
2000,2.545211,3.592336,62953000,,,,
2001,2.557334,3.599853,63539000,,,,
2002,2.565931,3.608277,64069000,,,,
2003,2.577223,3.615391,64550000,,,,
2004,2.586674,3.623423,64995000,,,,
2005,2.588163,3.623524,65416000,,,,
2006,2.588183,3.619268,65813000,,,,
2007,2.588659,3.609447,66182000,,,,
2008,2.586039,3.602453,66531000,,,,
2009,2.5833,3.594064,66867000,,,,
2010,2.579026,3.583982,67195000,,,,
2011,2.576542,3.580963,67518000,,,,
2012,2.57587,3.575747,67836000,,,,
2013,2.573673,3.56965,68145000,,,,
2014,2.571878,3.565799,68439000,,,,
2015,2.570073,3.560015,68715000,,,,
2016,2.567923,3.560438,68971000,,,,
2017,2.569123,3.558527,69210000,,,,
2018,,,69428000,,,,
2019,,,69626000,,,,
1800,,,137262,,,,
1801,,,137262,,,,
1802,,,137262,,,,
1803,,,137262,,,,
1804,,,137262,,,,
1805,,,137262,,,,
1806,,,137262,,,,
1807,,,137262,,,,
1808,,,137262,,,,
1809,,,137262,,,,
1810,,,137262,,,,
1811,,,137335,,,,
1812,,,137480,,,,
1813,,,137700,,,,
1814,,,137995,,,,
1815,,,138366,,,,
1816,,,138813,,,,
1817,,,139338,,,,
1818,,,139941,,,,
1819,,,140623,,,,
1820,,,141386,,,,
1821,,,142229,,,,
1822,,,143154,,,,
1823,,,144162,,,,
1824,,,145254,,,,
1825,,,146430,,,,
1826,,,147692,,,,
1827,,,149040,,,,
1828,,,150476,,,,
1829,,,152001,,,,
1830,,,153614,,,,
1831,,,155318,,,,
1832,,,157041,,,,
1833,,,158783,,,,
1834,,,160545,,,,
1835,,,162326,,,,
1836,,,164127,,,,
1837,,,165947,,,,
1838,,,167788,,,,
1839,,,169650,,,,
1840,,,171531,,,,
1841,,,173434,,,,
1842,,,175358,,,,
1843,,,177304,,,,
1844,,,179271,,,,
1845,,,181259,,,,
1846,,,183270,,,,
1847,,,185303,,,,
1848,,,187359,,,,
1849,,,189437,,,,
1850,,,191539,,,,
1851,,,193648,,,,
1852,,,195781,,,,
1853,,,197938,,,,
1854,,,200118,,,,
1855,,,202322,,,,
1856,,,204551,,,,
1857,,,206804,,,,
1858,,,209082,,,,
1859,,,211385,,,,
1860,,,213713,,,,
1861,,,216067,,,,
1862,,,218447,,,,
1863,,,220853,,,,
1864,,,223286,,,,
1865,,,225745,,,,
1866,,,228232,,,,
1867,,,230746,,,,
1868,,,233287,,,,
1869,,,235857,,,,
1870,,,238455,,,,
1871,,,241081,,,,
1872,,,243736,,,,
1873,,,246321,,,,
1874,,,249034,,,,
1875,,,251777,,,,
1876,,,254551,,,,
1877,,,257261,,,,
1878,,,260094,,,,
1879,,,262959,,,,
1880,,,265855,,,,
1881,,,268696,,,,
1882,,,271656,,,,
1883,,,274648,,,,
1884,,,277594,,,,
1885,,,280652,,,,
1886,,,283743,,,,
1887,,,286799,,,,
1888,,,289958,,,,
1889,,,293152,,,,
1890,,,296380,,,,
1891,,,299645,,,,
1892,,,302945,,,,
1893,,,306282,,,,
1894,,,309656,,,,
1895,,,313066,,,,
1896,,,316515,,,,
1897,,,320001,,,,
1898,,,323526,,,,
1899,,,327089,,,,
1900,,,330692,,,,
1901,,,334334,,,,
1902,,,337948,,,,
1903,,,341670,,,,
1904,,,345434,,,,
1905,,,349238,,,,
1906,,,353085,,,,
1907,,,356873,,,,
1908,,,360803,,,,
1909,,,364777,,,,
1910,,,368795,,,,
1911,,,372827,,,,
1912,,,376934,,,,
1913,,,381085,,,,
1914,,,385283,,,,
1915,,,389526,,,,
1916,,,393817,,,,
1917,,,398154,,,,
1918,,,402582,,,,
1919,,,407048,,,,
1920,,,411563,,,,
1921,,,416129,,,,
1922,,,420745,,,,
1923,,,425412,,,,
1924,,,430132,,,,
1925,,,434903,,,,
1926,,,438789,,,,
1927,,,441774,,,,
1928,,,443845,,,,
1929,,,445926,,,,
1930,,,448016,,,,
1931,,,450116,,,,
1932,,,452226,,,,
1933,,,454345,,,,
1934,,,456475,,,,
1935,,,457270,,,,
1936,,,456730,,,,
1937,,,454854,,,,
1938,,,452986,,,,
1939,,,451125,,,,
1940,,,449272,,,,
1941,,,447427,,,,
1942,,,445589,,,,
1943,,,443758,,,,
1944,,,441936,,,,
1945,,,440120,,,,
1946,,,438312,,,,
1947,,,436512,,,,
1948,,,434719,,,,
1949,,,432933,,,,
1950,,,415000,,,,
1951,,,419000,,,,
1952,,,423000,,,,
1953,,,428000,,,,
1954,,,433000,,,,
1955,,,439000,,,,
1956,,,445000,,,,
1957,,,452000,,,,
1958,,,459000,,,,
1959,,,467000,,,,
1960,,,475000,,,,
1961,,,483000,,,,
1962,,,492000,,,,
1963,,,501000,,,,
1964,,,510000,,,,
1965,,,520000,,,,
1966,,,529000,,,,
1967,,,539000,,,,
1968,,,549000,,,,
1969,,,560000,,,,
1970,,,572000,,,,
1971,,,585000,,,,
1972,,,600000,,,,
1973,,,614000,,,,
1974,,,625000,,,,
1975,,,629000,,,,
1976,,,627000,,,,
1977,,,620000,,,,
1978,,,610000,,,,
1979,,,602000,,,,
1980,,,600000,,,,
1981,,,604000,,,,
1982,,,613000,,,,
1983,,,627000,,,,
1984,,,642000,,,,
1985,,,657000,,,,
1986,,,672000,,,,
1987,,,686000,,,,
1988,,,702000,,,,
1989,,,719000,,,,
1990,2.754958,3.924779,738000,,,,
1991,2.755504,3.937686,760000,,,,
1992,2.754859,3.943841,783000,,,,
1993,2.755894,3.950079,807000,,,,
1994,2.754155,3.953727,828000,,,,
1995,2.751691,3.95448,844000,,,,
1996,2.74702,3.949687,855000,,,,
1997,2.732135,3.933208,862000,,,,
1998,2.714013,3.914043,867000,,,,
1999,2.694712,3.892485,873000,,,,
2000,2.678638,3.873644,884000,,,,
2001,2.66379,3.859789,901000,,,,
2002,2.646009,3.840726,923000,,,,
2003,2.630197,3.826016,947000,,,,
2004,2.616464,3.811253,972000,,,,
2005,2.607503,3.792639,995000,,,,
2006,2.602263,3.776725,1016000,,,,
2007,2.596606,3.761381,1036000,,,,
2008,2.594826,3.745757,1055000,,,,
2009,2.59213,3.734093,1074000,,,,
2010,2.589947,3.725515,1094000,,,,
2011,2.586821,3.723301,1113000,,,,
2012,2.583251,3.722366,1133000,,,,
2013,2.580104,3.719173,1153000,,,,
2014,2.577645,3.7174,1174000,,,,
2015,2.574492,3.718661,1196000,,,,
2016,2.572168,3.716544,1219000,,,,
2017,2.569315,3.719476,1243000,,,,
2018,,,1268000,,,,
2019,,,1293000,,,,
1800,,,445985,,,,
1801,,,445985,,,,
1802,,,445985,,,,
1803,,,445985,,,,
1804,,,445985,,,,
1805,,,445985,,,,
1806,,,445985,,,,
1807,,,445985,,,,
1808,,,445985,,,,
1809,,,445985,,,,
1810,,,445985,,,,
1811,,,446172,,,,
1812,,,446548,,,,
1813,,,447115,,,,
1814,,,447873,,,,
1815,,,448826,,,,
1816,,,449974,,,,
1817,,,451319,,,,
1818,,,452863,,,,
1819,,,454609,,,,
1820,,,456556,,,,
1821,,,458708,,,,
1822,,,461066,,,,
1823,,,463633,,,,
1824,,,466408,,,,
1825,,,469396,,,,
1826,,,472597,,,,
1827,,,476013,,,,
1828,,,479647,,,,
1829,,,483500,,,,
1830,,,487574,,,,
1831,,,491871,,,,
1832,,,496206,,,,
1833,,,500579,,,,
1834,,,504991,,,,
1835,,,509441,,,,
1836,,,513931,,,,
1837,,,518461,,,,
1838,,,523030,,,,
1839,,,527639,,,,
1840,,,532290,,,,
1841,,,536981,,,,
1842,,,541713,,,,
1843,,,546487,,,,
1844,,,551304,,,,
1845,,,556162,,,,
1846,,,561064,,,,
1847,,,566009,,,,
1848,,,570997,,,,
1849,,,576029,,,,
1850,,,581106,,,,
1851,,,586189,,,,
1852,,,591316,,,,
1853,,,596488,,,,
1854,,,601705,,,,
1855,,,606968,,,,
1856,,,612277,,,,
1857,,,617632,,,,
1858,,,623035,,,,
1859,,,628484,,,,
1860,,,633981,,,,
1861,,,639526,,,,
1862,,,645120,,,,
1863,,,650763,,,,
1864,,,656455,,,,
1865,,,662196,,,,
1866,,,667988,,,,
1867,,,673831,,,,
1868,,,679725,,,,
1869,,,685670,,,,
1870,,,691667,,,,
1871,,,697717,,,,
1872,,,703819,,,,
1873,,,709793,,,,
1874,,,716002,,,,
1875,,,722264,,,,
