Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1990,0.169866,0.730038,0.119498,4.83367,1.073645,3.963537,0.62935
1991,0.16985,0.73025,0.119241,4.832029,1.08638,3.97161,0.629738
1992,0.169868,0.730478,0.119849,4.83015,1.099233,3.978931,0.630092
1993,0.169912,0.730711,0.12008,4.828139,1.112484,3.986823,0.630387
1994,0.169977,0.730938,0.120345,4.826123,1.12469,3.990333,0.6306
1995,0.170056,0.731145,0.120678,4.824147,1.137681,3.994066,0.630705
1996,0.170179,0.731371,0.12133,4.821966,1.153289,3.996324,0.630664
1997,0.170361,0.731635,0.121968,4.819322,1.170251,3.998025,0.630501
1998,0.170578,0.731927,0.122747,4.816967,1.186637,4.000884,0.630263
1999,0.170803,0.732226,0.123808,4.815515,1.19964,4.003533,0.629998
2000,0.171007,0.732505,0.124886,4.815441,1.20662,4.005481,0.629744
2001,0.171311,0.732834,0.125934,4.8174,1.211534,4.006842,0.629316
2002,0.171766,0.733211,0.127633,4.820515,1.214536,4.005559,0.628624
2003,0.172267,0.73361,0.128668,4.824267,1.216836,4.007766,0.627932
2004,0.172697,0.733965,0.130855,4.827825,1.220445,4.008889,0.627472
2005,0.172946,0.734232,0.132356,4.830517,1.224141,4.010933,0.6275
2006,0.173065,0.734416,0.134268,4.832736,1.237537,4.012598,0.628636
2007,0.173181,0.734593,0.136381,4.835215,1.263182,4.014557,0.630894
2008,0.173272,0.734738,0.138244,4.837639,1.293243,4.017453,0.633496
2009,0.173329,0.734872,0.13961,4.839962,1.322232,4.018842,0.635702
2010,0.173332,0.734988,0.140781,4.841972,1.342637,4.019585,0.636744
2011,0.17327,0.735093,0.140421,4.843958,1.356248,4.020309,0.636901
2012,0.173148,0.735202,0.139705,4.846084,1.369264,4.020546,0.63696
2013,0.172967,0.735308,0.139149,4.848227,1.381661,4.020945,0.636887
2014,0.172728,0.735406,0.13831,4.850341,1.39244,4.018785,0.636639
2015,0.172435,0.735503,0.136973,4.852522,1.401506,4.017056,0.636171
2016,0.172087,0.735593,0.135178,4.854853,1.410645,4.01595,0.635438
2017,0.171691,0.735682,0.132623,4.857207,1.414725,4.012346,0.634413
1990,0.160836,0.601194,0.124028,3.543883,0.515124,3.565275,1.63067
1991,0.160576,0.601146,0.122133,3.54772,0.517485,3.589068,1.638489
1992,0.160303,0.601098,0.120776,3.55108,0.519312,3.606755,1.645266
1993,0.160033,0.601046,0.119413,3.553788,0.521017,3.618807,1.650719
1994,0.159781,0.601006,0.118186,3.555792,0.5221,3.626772,1.65463
1995,0.159561,0.600969,0.117001,3.556859,0.522217,3.62918,1.656722
1996,0.159267,0.600928,0.116266,3.557051,0.52238,3.617548,1.657008
1997,0.158848,0.600864,0.115615,3.556661,0.522318,3.5915,1.65591
1998,0.158413,0.600793,0.11493,3.555939,0.521884,3.558668,1.653995
1999,0.158074,0.600747,0.114233,3.555256,0.522559,3.528517,1.651878
2000,0.157933,0.600732,0.114317,3.554847,0.521307,3.514953,1.650075
2001,0.158028,0.600812,0.114772,3.554227,0.51911,3.513619,1.647025
2002,0.158287,0.601028,0.115395,3.553251,0.515144,3.516777,1.641735
2003,0.158643,0.601312,0.116228,3.552313,0.509988,3.520455,1.635746
2004,0.159042,0.601634,0.117239,3.55208,0.50497,3.525425,1.630709
2005,0.159418,0.601931,0.118395,3.553015,0.501123,3.526671,1.628159
2006,0.159909,0.602243,0.120024,3.554633,0.499946,3.521494,1.627975
2007,0.160608,0.60261,0.122434,3.556244,0.497684,3.514192,1.628455
2008,0.161394,0.603007,0.12447,3.558051,0.496888,3.505341,1.629307
2009,0.162138,0.603377,0.126889,3.560029,0.495905,3.498901,1.630197
2010,0.162712,0.603678,0.129023,3.562279,0.495711,3.497006,1.630783
2011,0.163169,0.603947,0.13065,3.565105,0.497116,3.500889,1.631204
2012,0.163635,0.60424,0.132962,3.568768,0.498005,3.512903,1.631641
2013,0.164106,0.604566,0.134708,3.573263,0.4998,3.529947,1.632154
2014,0.164574,0.604914,0.136878,3.578642,0.502691,3.552409,1.632627
2015,0.165027,0.605266,0.139219,3.584914,0.505984,3.576608,1.632897
2016,0.165463,0.605631,0.140713,3.592016,0.510889,3.608843,1.633095
2017,0.165866,0.605972,0.142768,3.599714,0.515972,3.641811,1.633243
1990,0.161705,0.604537,0.138791,3.078261,0.73872,3.040364,1.447595
1991,0.162024,0.60511,0.139554,3.081906,0.743215,3.060225,1.45059
1992,0.162306,0.60566,0.140228,3.085368,0.748211,3.077426,1.453971
1993,0.162544,0.606181,0.14089,3.088568,0.752966,3.089601,1.457658
1994,0.16274,0.606701,0.141514,3.091593,0.755443,3.100224,1.461564
1995,0.162886,0.6072,0.141834,3.094271,0.756947,3.107312,1.465559
1996,0.162987,0.607649,0.142153,3.09663,0.757612,3.105739,1.47071
1997,0.163035,0.607977,0.142363,3.098486,0.755849,3.094765,1.477031
1998,0.163029,0.608195,0.14217,3.099782,0.75283,3.083283,1.483105
1999,0.162963,0.608294,0.142084,3.100378,0.749318,3.074554,1.487476
2000,0.162836,0.608295,0.141898,3.100264,0.746757,3.069722,1.488815
2001,0.162513,0.608099,0.140559,3.098659,0.741341,3.072727,1.487509
2002,0.161932,0.607692,0.138497,3.095492,0.733791,3.080942,1.485264
2003,0.161206,0.607226,0.135857,3.091844,0.724705,3.089274,1.482823
2004,0.160441,0.60683,0.132543,3.088682,0.718317,3.096351,1.480891
2005,0.159742,0.60663,0.12997,3.086927,0.716474,3.102648,1.480095
2006,0.158873,0.606588,0.126681,3.085964,0.720239,3.10497,1.483598
2007,0.157715,0.60659,0.123463,3.084816,0.729464,3.104822,1.492068
2008,0.156553,0.606656,0.119728,3.083928,0.739987,3.103491,1.502307
2009,0.15566,0.606758,0.117229,3.083515,0.750769,3.10252,1.511053
2010,0.155312,0.606897,0.116347,3.083865,0.756577,3.105459,1.514951
2011,0.155354,0.607124,0.116226,3.085099,0.760148,3.109526,1.515236
2012,0.155465,0.607495,0.116789,3.08721,0.763839,3.118072,1.515493
2013,0.15567,0.607993,0.117248,3.090168,0.76628,3.128192,1.515641
2014,0.155993,0.60861,0.118073,3.093964,0.768914,3.14029,1.51547
2015,0.156465,0.609363,0.11947,3.098687,0.771802,3.15571,1.514751
2016,0.157111,0.610234,0.121456,3.104294,0.772275,3.174134,1.513269
2017,0.157963,0.611242,0.124443,3.110926,0.772648,3.192789,1.510943
Year,Prevalence in males (%),Prevalence in females (%),Population,,,,
1800,,,3280000,,,,
1801,,,3280000,,,,
1802,,,3280000,,,,
1803,,,3280000,,,,
1804,,,3280000,,,,
1805,,,3280000,,,,
1806,,,3280000,,,,
1807,,,3280000,,,,
1808,,,3280000,,,,
1809,,,3280000,,,,
1810,,,3280000,,,,
1811,,,3280779,,,,
1812,,,3282342,,,,
1813,,,3284692,,,,
1814,,,3287834,,,,
1815,,,3291770,,,,
1816,,,3296506,,,,
1817,,,3302044,,,,
1818,,,3308390,,,,
1819,,,3315547,,,,
1820,,,3323519,,,,
1821,,,3332311,,,,
1822,,,3341926,,,,
1823,,,3352368,,,,
1824,,,3363642,,,,
1825,,,3375751,,,,
1826,,,3388701,,,,
1827,,,3402494,,,,
1828,,,3417136,,,,
1829,,,3432630,,,,
1830,,,3448982,,,,
1831,,,3466194,,,,
1832,,,3483492,,,,
1833,,,3500877,,,,
1834,,,3518348,,,,
1835,,,3535906,,,,
1836,,,3553552,,,,
1837,,,3571286,,,,
1838,,,3589109,,,,
1839,,,3607021,,,,
1840,,,3625022,,,,
1841,,,3643112,,,,
1842,,,3661294,,,,
1843,,,3679565,,,,
1844,,,3697928,,,,
1845,,,3716383,,,,
1846,,,3734930,,,,
1847,,,3753569,,,,
1848,,,3772301,,,,
1849,,,3791127,,,,
1850,,,3810047,,,,
1851,,,3826140,,,,
1852,,,3842299,,,,
1853,,,3858524,,,,
1854,,,3874815,,,,
1855,,,3891173,,,,
1856,,,3907598,,,,
1857,,,3924089,,,,
1858,,,3940648,,,,
1859,,,3957274,,,,
1860,,,3973968,,,,
1861,,,3991172,,,,
1862,,,4008889,,,,
1863,,,4027125,,,,
1864,,,4045883,,,,
1865,,,4065170,,,,
1866,,,4084989,,,,
1867,,,4105346,,,,
1868,,,4126245,,,,
1869,,,4147692,,,,
1870,,,4169690,,,,
1871,,,4192245,,,,
1872,,,4215362,,,,
1873,,,4236341,,,,
1874,,,4260730,,,,
1875,,,4285744,,,,
1876,,,4311388,,,,
1877,,,4336107,,,,
1878,,,4363439,,,,
1879,,,4391478,,,,
1880,,,4419695,,,,
1881,,,4447479,,,,
1882,,,4476050,,,,
1883,,,4504802,,,,
1884,,,4533190,,,,
1885,,,4562304,,,,
1886,,,4591602,,,,
1887,,,4620608,,,,
1888,,,4650274,,,,
1889,,,4680128,,,,
1890,,,4710171,,,,
1891,,,4740404,,,,
1892,,,4770828,,,,
1893,,,4801444,,,,
1894,,,4832253,,,,
1895,,,4863258,,,,
1896,,,4894458,,,,
1897,,,4925855,,,,
1898,,,4957450,,,,
1899,,,4989245,,,,
1900,,,5021241,,,,
1901,,,5053439,,,,
1902,,,5085403,,,,
1903,,,5118005,,,,
1904,,,5150814,,,,
1905,,,5183829,,,,
1906,,,5217053,,,,
1907,,,5249854,,,,
1908,,,5283495,,,,
1909,,,5317347,,,,
1910,,,5351413,,,,
1911,,,5385509,,,,
1912,,,5420004,,,,
1913,,,5459010,,,,
1914,,,5502589,,,,
1915,,,5550805,,,,
1916,,,5599440,,,,
1917,,,5648497,,,,
1918,,,5704092,,,,
1919,,,5758692,,,,
1920,,,5813814,,,,
1921,,,5869464,,,,
1922,,,5925647,,,,
1923,,,5982368,,,,
1924,,,6039631,,,,
1925,,,6097443,,,,
1926,,,6155808,,,,
1927,,,6214731,,,,
1928,,,6274219,,,,
1929,,,6334276,,,,
1930,,,6394908,,,,
1931,,,6456120,,,,
1932,,,6517918,,,,
1933,,,6580308,,,,
1934,,,6643295,,,,
1935,,,6706885,,,,
1936,,,6771083,,,,
1937,,,6835896,,,,
1938,,,6901330,,,,
1939,,,6967389,,,,
1940,,,7034081,,,,
1941,,,7101412,,,,
1942,,,7169387,,,,
1943,,,7238012,,,,
1944,,,7307295,,,,
1945,,,7377241,,,,
1946,,,7447856,,,,
1947,,,7519147,,,,
1948,,,7591120,,,,
1949,,,7663783,,,,
1950,,,7752000,,,,
1951,,,7840000,,,,
1952,,,7936000,,,,
1953,,,8040000,,,,
1954,,,8151000,,,,
1955,,,8271000,,,,
1956,,,8399000,,,,
1957,,,8535000,,,,
1958,,,8680000,,,,
1959,,,8834000,,,,
1960,,,8997000,,,,
1961,,,9169000,,,,
1962,,,9351000,,,,
1963,,,9543000,,,,
1964,,,9745000,,,,
1965,,,9956000,,,,
1966,,,10175000,,,,
1967,,,10400000,,,,
1968,,,10637000,,,,
1969,,,10894000,,,,
1970,,,11174000,,,,
1971,,,11475000,,,,
1972,,,11791000,,,,
1973,,,12109000,,,,
1974,,,12413000,,,,
1975,,,12689000,,,,
1976,,,12943000,,,,
1977,,,13171000,,,,
1978,,,13341000,,,,
1979,,,13411000,,,,
1980,,,13357000,,,,
1981,,,13172000,,,,
1982,,,12883000,,,,
1983,,,12538000,,,,
1984,,,12204000,,,,
1985,,,11938000,,,,
1986,,,11736000,,,,
1987,,,11605000,,,,
1988,,,11618000,,,,
1989,,,11869000,,,,
1990,3.499982,4.647815,12412000,,,,
1991,3.503947,4.655772,13299000,,,,
1992,3.508912,4.662066,14486000,,,,
1993,3.513429,4.669012,15817000,,,,
1994,3.515578,4.67305,17076000,,,,
1995,3.522763,4.674739,18111000,,,,
1996,3.524278,4.678305,18853000,,,,
1997,3.529116,4.678696,19357000,,,,
1998,3.53404,4.680175,19738000,,,,
1999,3.537596,4.683704,20171000,,,,
2000,3.541144,4.683006,20780000,,,,
2001,3.544092,4.684995,21607000,,,,
2002,3.547732,4.686792,22601000,,,,
2003,3.550443,4.683816,23681000,,,,
2004,3.554633,4.682767,24727000,,,,
2005,3.556222,4.683059,25654000,,,,
2006,3.558287,4.684427,26433000,,,,
2007,3.557539,4.68684,27101000,,,,
2008,3.558901,4.68549,27722000,,,,
2009,3.559154,4.686941,28395000,,,,
2010,3.560976,4.688268,29186000,,,,
2011,3.559387,4.690351,30117000,,,,
2012,3.563693,4.689637,31161000,,,,
2013,3.567,4.691533,32270000,,,,
2014,3.567284,4.690456,33371000,,,,
2015,3.57101,4.692209,34414000,,,,
2016,3.572387,4.692047,35383000,,,,
2017,3.575763,4.690483,36296000,,,,
2018,,,37172000,,,,
2019,,,38042000,,,,
10000 BCE,,,241901,,,,
9000 BCE,,,342782,,,,
8000 BCE,,,490284,,,,
7000 BCE,,,707844,,,,
6000 BCE,,,1031529,,,,
5000 BCE,,,1517227,,,,
4000 BCE,,,2352091,,,,
3000 BCE,,,4147835,,,,
2000 BCE,,,6259743,,,,
1000 BCE,,,9263872,,,,
0,,,15185668,,,,
100,,,16626739,,,,
200,,,18269986,,,,
300,,,19315228,,,,
400,,,20676600,,,,
500,,,22307212,,,,
600,,,24445556,,,,
700,,,28184552,,,,
800,,,32914604,,,,
900,,,37126288,,,,
1000,,,41465160,,,,
1100,,,44318856,,,,
1200,,,47743012,,,,
1300,,,53531812,,,,
1400,,,57880048,,,,
1500,,,62206640,,,,
1600,,,72815088,,,,
1700,,,80209440,,,,
1710,,,81333552,,,,
1720,,,81582976,,,,
1730,,,81891216,,,,
1740,,,82256496,,,,
1750,,,82677328,,,,
1760,,,83152512,,,,
1770,,,83681184,,,,
1780,,,84262792,,,,
1790,,,84900352,,,,
1800,,,85589224,,,,
1810,,,86829040,,,,
1820,,,89179576,,,,
1830,,,93551648,,,,
1840,,,98188272,,,,
1850,,,102932088,,,,
1860,,,107457472,,,,
1870,,,114300952,,,,
1880,,,122176248,,,,
1890,,,131305600,,,,
1900,,,140754896,,,,
1910,,,150280992,,,,
1920,,,164856080,,,,
1930,,,181280496,,,,
1940,,,200894592,,,,
1950,,,227794000,,,,
1951,,,232328000,,,,
1952,,,237096992,,,,
1953,,,242092000,,,,
1954,,,247311008,,,,
1955,,,252748992,,,,
1956,,,258408000,,,,
1957,,,264292000,,,,
1958,,,270407008,,,,
1959,,,276760992,,,,
1960,,,283360992,,,,
1961,,,290214016,,,,
1962,,,297323008,,,,
1963,,,304683008,,,,
1964,,,312292000,,,,
1965,,,320147008,,,,
1966,,,328256992,,,,
1967,,,336631008,,,,
1968,,,345280000,,,,
1969,,,354215008,,,,
1970,,,363448000,,,,
1971,,,372984000,,,,
1972,,,382838016,,,,
1973,,,393044000,,,,
1974,,,403646016,,,,
1975,,,414675008,,,,
1976,,,426144000,,,,
1977,,,438055008,,,,
1978,,,450404000,,,,
1979,,,463184000,,,,
1980,,,476385984,,,,
1981,,,490004000,,,,
1982,,,504033984,,,,
1983,,,518480000,,,,
1984,,,533344992,,,,
1985,,,548625984,,,,
1986,,,564326976,,,,
1987,,,580424000,,,,
1988,,,596849024,,,,
1989,,,613512000,,,,
1990,,,630350016,,,,
1991,,,647344000,,,,
1992,,,664512000,,,,
1993,,,681868992,,,,
1994,,,699444992,,,,
1995,,,717270016,,,,
1996,,,735361024,,,,
1997,,,753737984,,,,
1998,,,772436992,,,,
1999,,,791504000,,,,
2000,,,810984000,,,,
2001,,,830902976,,,,
2002,,,851297984,,,,
2003,,,872248000,,,,
2004,,,893843008,,,,
2005,,,916153984,,,,
2006,,,939209984,,,,
2007,,,963022016,,,,
2008,,,987624000,,,,
2009,,,1013046016,,,,
2010,,,1039304000,,,,
2011,,,1066409984,,,,
2012,,,1094343040,,,,
2013,,,1123044992,,,,
2014,,,1152434048,,,,
2015,,,1182439040,,,,
2016,,,1213041024,,,,
2017,,,1244221952,,,,
2018,,,1275921024,,,,
2019,,,1308064000,,,,
1800,,,410445,,,,
1801,,,411734,,,,
1802,,,413026,,,,
1803,,,414323,,,,
1804,,,415624,,,,
1805,,,416929,,,,
1806,,,418237,,,,
1807,,,419550,,,,
1808,,,420868,,,,
1809,,,422189,,,,
1810,,,423591,,,,
1811,,,424949,,,,
1812,,,426340,,,,
1813,,,427763,,,,
1814,,,429220,,,,
1815,,,430711,,,,
1816,,,432235,,,,
1817,,,433792,,,,
1818,,,435384,,,,
1819,,,437010,,,,
1820,,,438671,,,,
1821,,,440367,,,,
1822,,,442097,,,,
1823,,,443863,,,,
1824,,,445665,,,,
1825,,,447502,,,,
1826,,,449375,,,,
1827,,,451285,,,,
1828,,,453231,,,,
1829,,,455214,,,,
1830,,,457234,,,,
1831,,,459291,,,,
1832,,,461357,,,,
1833,,,463433,,,,
1834,,,465518,,,,
1835,,,467613,,,,
1836,,,469716,,,,
1837,,,471830,,,,
1838,,,473953,,,,
1839,,,476085,,,,
1840,,,478227,,,,
1841,,,480496,,,,
1842,,,482893,,,,
1843,,,485419,,,,
1844,,,488078,,,,
1845,,,490869,,,,
1846,,,493796,,,,
1847,,,496859,,,,
1848,,,500062,,,,
1849,,,503404,,,,
1850,,,506889,,,,
1851,,,510780,,,,
1852,,,514821,,,,
1853,,,519014,,,,
1854,,,523361,,,,
1855,,,527865,,,,
1856,,,532526,,,,
1857,,,537348,,,,
1858,,,542333,,,,
1859,,,547483,,,,
1860,,,552800,,,,
1861,,,558285,,,,
1862,,,563821,,,,
1863,,,569410,,,,
1864,,,575051,,,,
1865,,,580746,,,,
1866,,,586494,,,,
1867,,,592297,,,,
1868,,,598154,,,,
1869,,,604067,,,,
1870,,,610036,,,,
1871,,,616061,,,,
1872,,,622143,,,,
1873,,,628113,,,,
1874,,,634308,,,,
1875,,,640561,,,,
1876,,,646873,,,,
1877,,,653080,,,,
1878,,,659507,,,,
1879,,,665994,,,,
1880,,,672545,,,,
1881,,,679004,,,,
1882,,,685682,,,,
1883,,,692426,,,,
1884,,,699096,,,,
1885,,,705996,,,,
1886,,,712988,,,,
1887,,,719888,,,,
1888,,,727055,,,,
1889,,,734321,,,,
1890,,,741690,,,,
1891,,,749160,,,,
1892,,,756735,,,,
1893,,,764415,,,,
1894,,,772202,,,,
1895,,,780097,,,,
1896,,,788036,,,,
1897,,,795992,,,,
1898,,,803964,,,,
1899,,,811950,,,,
1900,,,819951,,,,
1901,,,827966,,,,
1902,,,836031,,,,
1903,,,844038,,,,
1904,,,852043,,,,
1905,,,860044,,,,
1906,,,868121,,,,
1907,,,876112,,,,
1908,,,884339,,,,
1909,,,892676,,,,
1910,,,901124,,,,
1911,,,909604,,,,
1912,,,918312,,,,
1913,,,925945,,,,
1914,,,932486,,,,
1915,,,937916,,,,
1916,,,943378,,,,
1917,,,948871,,,,
1918,,,953764,,,,
1919,,,958841,,,,
1920,,,963958,,,,
1921,,,969107,,,,
1922,,,974278,,,,
1923,,,979450,,,,
1924,,,984276,,,,
1925,,,989448,,,,
1926,,,994619,,,,
1927,,,1000135,,,,
1928,,,1005306,,,,
1929,,,1010478,,,,
1930,,,1015994,,,,
1931,,,1021510,,,,
1932,,,1027026,,,,
1933,,,1032197,,,,
1934,,,1037713,,,,
1935,,,1043229,,,,
1936,,,1052538,,,,
1937,,,1063225,,,,
1938,,,1082532,,,,
1939,,,1102527,,,,
1940,,,1123213,,,,
1941,,,1139416,,,,
1942,,,1150104,,,,
1943,,,1157688,,,,
1944,,,1164928,,,,
1945,,,1176994,,,,
1946,,,1195267,,,,
1947,,,1213883,,,,
1948,,,1232845,,,,
1949,,,1246636,,,,
1950,,,1263000,,,,
1951,,,1287000,,,,
1952,,,1316000,,,,
1953,,,1348000,,,,
1954,,,1383000,,,,
1955,,,1420000,,,,
1956,,,1459000,,,,
1957,,,1500000,,,,
1958,,,1543000,,,,
1959,,,1589000,,,,
1960,,,1636000,,,,
1961,,,1686000,,,,
1962,,,1738000,,,,
1963,,,1791000,,,,
1964,,,1844000,,,,
1965,,,1896000,,,,
1966,,,1948000,,,,
1967,,,1999000,,,,
1968,,,2049000,,,,
1969,,,2100000,,,,
1970,,,2151000,,,,
1971,,,2202000,,,,
1972,,,2254000,,,,
1973,,,2306000,,,,
1974,,,2359000,,,,
1975,,,2412000,,,,
1976,,,2465000,,,,
1977,,,2519000,,,,
1978,,,2573000,,,,
1979,,,2628000,,,,
1980,,,2683000,,,,
1981,,,2737000,,,,
1982,,,2790000,,,,
1983,,,2845000,,,,
1984,,,2904000,,,,
1985,,,2970000,,,,
1986,,,3044000,,,,
1987,,,3125000,,,,
1988,,,3201000,,,,
1989,,,3258000,,,,
1990,1.594129,2.688465,3286000,,,,
1991,1.597271,2.685795,3280000,,,,
1992,1.601205,2.683895,3246000,,,,
1993,1.604025,2.682182,3195000,,,,
1994,1.608561,2.684569,3147000,,,,
1995,1.61183,2.687347,3113000,,,,
1996,1.616876,2.693542,3099000,,,,
1997,1.622513,2.702941,3100000,,,,
1998,1.626051,2.714245,3111000,,,,
1999,1.633272,2.723166,3123000,,,,
2000,1.638427,2.72954,3129000,,,,
2001,1.643616,2.736294,3130000,,,,
2002,1.648619,2.744302,3126000,,,,
2003,1.653559,2.753497,3118000,,,,
2004,1.657922,2.760754,3105000,,,,
2005,1.659996,2.761652,3087000,,,,
2006,1.658536,2.761692,3063000,,,,
2007,1.654991,2.755611,3034000,,,,
2008,1.650467,2.747983,3003000,,,,
2009,1.648426,2.741806,2973000,,,,
2010,1.646725,2.739038,2948000,,,,
2011,1.646042,2.738423,2929000,,,,
2012,1.645472,2.739206,2914000,,,,
2013,1.646221,2.740341,2904000,,,,
2014,1.645396,2.742312,2896000,,,,
2015,1.646642,2.742204,2891000,,,,
2016,1.649198,2.743235,2886000,,,,
2017,1.648928,2.746625,2884000,,,,
2018,,,2883000,,,,
2019,,,2881000,,,,
1800,,,2503218,,,,
1801,,,2512195,,,,
1802,,,2521203,,,,
1803,,,2530245,,,,
1804,,,2539318,,,,
1805,,,2548424,,,,
1806,,,2557563,,,,
1807,,,2566734,,,,
1808,,,2575939,,,,
1809,,,2585176,,,,
1810,,,2595056,,,,
1811,,,2604775,,,,
1812,,,2614945,,,,
1813,,,2625571,,,,
1814,,,2636656,,,,
1815,,,2648205,,,,
1816,,,2660224,,,,
1817,,,2672716,,,,
1818,,,2685686,,,,
1819,,,2699138,,,,
1820,,,2713079,,,,
1821,,,2727511,,,,
1822,,,2742441,,,,
1823,,,2757872,,,,
1824,,,2773810,,,,
1825,,,2790260,,,,
1826,,,2807226,,,,
1827,,,2824713,,,,
1828,,,2842727,,,,
1829,,,2861273,,,,
1830,,,2880355,,,,
1831,,,2899979,,,,
1832,,,2919737,,,,
1833,,,2939629,,,,
1834,,,2959657,,,,
1835,,,2979821,,,,
1836,,,3000123,,,,
1837,,,3020562,,,,
1838,,,3041142,,,,
1839,,,3061861,,,,
1840,,,3082721,,,,
1841,,,3103724,,,,
1842,,,3124870,,,,
1843,,,3146160,,,,
1844,,,3167595,,,,
1845,,,3189175,,,,
1846,,,3210903,,,,
1847,,,3232779,,,,
1848,,,3254804,,,,
1849,,,3276979,,,,
1850,,,3299305,,,,
1851,,,3322288,,,,
1852,,,3345431,,,,
1853,,,3368734,,,,
1854,,,3392201,,,,
1855,,,3415830,,,,
1856,,,3439624,,,,
1857,,,3463583,,,,
1858,,,3487710,,,,
1859,,,3512004,,,,
1860,,,3536468,,,,
1861,,,3561454,,,,
1862,,,3586971,,,,
1863,,,3613024,,,,
1864,,,3639622,,,,
1865,,,3666770,,,,
1866,,,3694476,,,,
1867,,,3722748,,,,
1868,,,3751592,,,,
1869,,,3781016,,,,
1870,,,3811028,,,,
1871,,,3841635,,,,
1872,,,3872845,,,,
1873,,,3902099,,,,
1874,,,3934634,,,,
1875,,,3967833,,,,
1876,,,4001706,,,,
1877,,,4034621,,,,
1878,,,4070192,,,,
1879,,,4106516,,,,
1880,,,4143163,,,,
1881,,,4179287,,,,
1882,,,4216584,,,,
1883,,,4254213,,,,
1884,,,4291414,,,,
1885,,,4329711,,,,
1886,,,4368350,,,,
1887,,,4406661,,,,
1888,,,4445986,,,,
1889,,,4485662,,,,
1890,,,4525691,,,,
1891,,,4566078,,,,
1892,,,4606825,,,,
1893,,,4647936,,,,
1894,,,4689414,,,,
1895,,,4731261,,,,
1896,,,4773482,,,,
1897,,,4816080,,,,
1898,,,4859057,,,,
1899,,,4902418,,,,
1900,,,4946166,,,,
1901,,,4990304,,,,
1902,,,5034196,,,,
1903,,,5079119,,,,
1904,,,5124443,,,,
1905,,,5170172,,,,
1906,,,5216308,,,,
1907,,,5261920,,,,
1908,,,5308875,,,,
1909,,,5356248,,,,
1910,,,5404045,,,,
1911,,,5451990,,,,
1912,,,5500641,,,,
1913,,,5556904,,,,
1914,,,5620940,,,,
1915,,,5692913,,,,
1916,,,5765808,,,,
1917,,,5839635,,,,
1918,,,5913223,,,,
1919,,,5988038,,,,
1920,,,6063800,,,,
1921,,,6140520,,,,
1922,,,6218211,,,,
1923,,,6296885,,,,
1924,,,6376554,,,,
1925,,,6457232,,,,
1926,,,6538930,,,,
1927,,,6621661,,,,
1928,,,6705440,,,,
1929,,,6790278,,,,
1930,,,6876190,,,,
1931,,,6963188,,,,
1932,,,7051288,,,,
1933,,,7140502,,,,
1934,,,7230845,,,,
1935,,,7322331,,,,
1936,,,7414974,,,,
1937,,,7508790,,,,
1938,,,7603792,,,,
1939,,,7699997,,,,
1940,,,7797418,,,,
1941,,,7896073,,,,
1942,,,7995975,,,,
1943,,,8097142,,,,
1944,,,8199588,,,,
1945,,,8303331,,,,
1946,,,8408386,,,,
1947,,,8514770,,,,
1948,,,8622500,,,,
1949,,,8731594,,,,
1950,,,8872000,,,,
1951,,,9023000,,,,
1952,,,9186000,,,,
1953,,,9364000,,,,
1954,,,9560000,,,,
1955,,,9774000,,,,
1956,,,10006000,,,,
1957,,,10254000,,,,
1958,,,10514000,,,,
1959,,,10783000,,,,
1960,,,11058000,,,,
1961,,,11336000,,,,
1962,,,11620000,,,,
1963,,,11913000,,,,
1964,,,12222000,,,,
1965,,,12551000,,,,
1966,,,12903000,,,,
1967,,,13275000,,,,
1968,,,13664000,,,,
1969,,,14062000,,,,
1970,,,14465000,,,,
1971,,,14872000,,,,
1972,,,15286000,,,,
1973,,,15710000,,,,
1974,,,16149000,,,,
1975,,,16608000,,,,
1976,,,17086000,,,,
1977,,,17583000,,,,
1978,,,18102000,,,,
1979,,,18648000,,,,
1980,,,19222000,,,,
1981,,,19824000,,,,
1982,,,20453000,,,,
1983,,,21102000,,,,
1984,,,21764000,,,,
1985,,,22432000,,,,
1986,,,23102000,,,,
1987,,,23774000,,,,
1988,,,24443000,,,,
1989,,,25106000,,,,
1990,3.055564,4.392827,25759000,,,,
1991,3.041834,4.378142,26400000,,,,
1992,3.030887,4.366957,27028000,,,,
1993,3.020667,4.353506,27636000,,,,
1994,3.00985,4.346021,28214000,,,,
1995,3.003926,4.340373,28758000,,,,
1996,2.999481,4.335647,29266000,,,,
